stage18_run_id,comparison_id,matching_method,model_seed,left_checkpoint_step,right_checkpoint_step,left_cell_id,right_cell_id,left_family_size,right_family_size,left_family_right_censored,right_family_right_censored,matching_tolerance,matched_count,unmatched_left_count,unmatched_right_count,total_absolute_match_difference,comparison_status,left_matched_median_fidelity,right_matched_median_fidelity,fidelity_change_right_minus_left,left_matched_median_retained_components,right_matched_median_retained_components,retained_component_change_right_minus_left,left_matched_median_pairwise_overlap,right_matched_median_pairwise_overlap,left_matched_structural_diversity,right_matched_structural_diversity,structural_diversity_change_right_minus_left
stage18-scaling-24a9adb84176,s3-step7450-to-step9050,matched_sparsity,3,7450,9050,s3-step7450-f99of100-d1of2,s3-step9050-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step8150-to-step8500,matched_sparsity,3,8150,8500,s3-step8150-f99of100-d1of2,s3-step8500-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step8150-to-step8650,matched_sparsity,3,8150,8650,s3-step8150-f99of100-d1of2,s3-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step8150-to-step9050,matched_sparsity,3,8150,9050,s3-step8150-f99of100-d1of2,s3-step9050-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step8500-to-step8650,matched_sparsity,3,8500,8650,s3-step8500-f99of100-d1of2,s3-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step8500-to-step9050,matched_sparsity,3,8500,9050,s3-step8500-f99of100-d1of2,s3-step9050-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step8650-to-step9050,matched_sparsity,3,8650,9050,s3-step8650-f99of100-d1of2,s3-step9050-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step200-to-step3400,matched_sparsity,4,200,3400,s4-step200-f99of100-d1of2,s4-step3400-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step200-to-step7450,matched_sparsity,4,200,7450,s4-step200-f99of100-d1of2,s4-step7450-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step200-to-step8150,matched_sparsity,4,200,8150,s4-step200-f99of100-d1of2,s4-step8150-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step200-to-step8500,matched_sparsity,4,200,8500,s4-step200-f99of100-d1of2,s4-step8500-f99of100-d1of2,0,6,False,False,5,0,0,6,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step200-to-step8650,matched_sparsity,4,200,8650,s4-step200-f99of100-d1of2,s4-step8650-f99of100-d1of2,0,6,False,False,5,0,0,6,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step200-to-step9050,matched_sparsity,4,200,9050,s4-step200-f99of100-d1of2,s4-step9050-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step3400-to-step7450,matched_sparsity,4,3400,7450,s4-step3400-f99of100-d1of2,s4-step7450-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step3400-to-step8150,matched_sparsity,4,3400,8150,s4-step3400-f99of100-d1of2,s4-step8150-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step3400-to-step8500,matched_sparsity,4,3400,8500,s4-step3400-f99of100-d1of2,s4-step8500-f99of100-d1of2,0,6,False,False,5,0,0,6,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step3400-to-step8650,matched_sparsity,4,3400,8650,s4-step3400-f99of100-d1of2,s4-step8650-f99of100-d1of2,0,6,False,False,5,0,0,6,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step3400-to-step9050,matched_sparsity,4,3400,9050,s4-step3400-f99of100-d1of2,s4-step9050-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step7450-to-step8150,matched_sparsity,4,7450,8150,s4-step7450-f99of100-d1of2,s4-step8150-f99of100-d1of2,7,7,False,False,5,1,6,6,4,matched,0.990523925131177,0.9907588691361892,0.0002349440050122,82,78,-4,,,,,
stage18-scaling-24a9adb84176,s4-step7450-to-step8500,matched_sparsity,4,7450,8500,s4-step7450-f99of100-d1of2,s4-step8500-f99of100-d1of2,7,6,False,False,5,0,7,6,0,no_valid_match_within_tolerance,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step7450-to-step8650,matched_sparsity,4,7450,8650,s4-step7450-f99of100-d1of2,s4-step8650-f99of100-d1of2,7,6,False,False,5,0,7,6,0,no_valid_match_within_tolerance,,,,,,,,,,,
stage18-scaling-24a9adb84176,s4-step7450-to-step9050,matched_sparsity,4,7450,9050,s4-step7450-f99of100-d1of2,s4-step9050-f99of100-d1of2,7,7,False,False,5,2,5,5,6,matched,0.99060223979951445,0.99036729579450235,-0.00023494400501210,84,81,-3,0.19148936170212766,0.14893617021276595,0.80851063829787234,0.85106382978723405,0.04255319148936171
stage18-scaling-24a9adb84176,s4-step8150-to-step8500,matched_sparsity,4,8150,8500,s4-step8150-f99of100-d1of2,s4-step8500-f99of100-d1of2,7,6,False,False,5,2,5,4,7,matched,0.9908371838045266,0.9909546558070326,0.0001174720025060,73,69.5,-3.5,0.07352941176470588,0.0859375,0.92647058823529412,0.9140625,-0.01240808823529412
