record_type,cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,c1_qualified,failed_requested_member_count,terminal_requested_member_index,stopping_reason,failure_category,budget_exhausted,per_cell_evaluations_used,unused_budget,ranking_passes,restart_count,invalid_output_count,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
cell,578,s4-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3117,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,578
cell,579,s4-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3117,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,579
cell,580,s4-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32803,17197,2044,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,580
cell,581,s4-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3115,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,581
cell,582,s4-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3115,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,582
cell,583,s4-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,47725,2275,2972,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,583
cell,584,s4-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3114,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,584
cell,585,s4-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3114,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,585
cell,586,s4-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32443,17557,2018,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,586
cell,587,s4-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,587
cell,588,s4-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,588
cell,589,s4-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32098,17902,1996,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,589
cell,590,s4-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,590
cell,591,s4-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,591
cell,592,s4-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,38989,11011,2421,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,592
cell,593,s4-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,593
cell,594,s4-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,594
cell,595,s4-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,48325,1675,3012,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,595
cell,596,s4-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3116,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,596
cell,597,s4-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3116,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,597
cell,598,s4-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,40459,9541,2521,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,598
cell,599,s4-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3115,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,599
cell,600,s4-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3115,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,600
cell,601,s4-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32668,17332,2035,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,601
cell,602,s4-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3114,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,602
cell,603,s4-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3114,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,603
cell,604,s4-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,604
cell,605,s4-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,605
cell,606,s4-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,606
cell,607,s4-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,39394,10606,2449,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,607
cell,608,s4-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,608
cell,609,s4-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,609
cell,610,s4-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,46076,3924,2859,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,610
cell,611,s4-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3105,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,611
cell,612,s4-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3105,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,6,8650,612
cell,613,s4-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32638,17362,2033,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,613
cell,614,s4-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3114,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,614
cell,615,s4-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3114,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,615
cell,616,s4-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32548,17452,2026,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,616
cell,617,s4-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,617
cell,618,s4-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,618
cell,619,s4-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,47230,2770,2938,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,619
cell,620,s4-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,620
cell,621,s4-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,621
cell,622,s4-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,622
cell,623,s4-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,623
cell,624,s4-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,624
cell,625,s4-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3102,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,625
cell,626,s4-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3102,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,626
cell,627,s4-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3102,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,627
cell,628,s4-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3094,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,628
cell,629,s4-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3094,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,629
cell,630,s4-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3094,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,7,9050,630
