model_seed,training_step,train_accuracy,test_accuracy,analysed_checkpoint,aggregation_unit
0,17500,1.0,1.0,False,trained_model_seed
0,17550,1.0,1.0,False,trained_model_seed
0,17600,1.0,1.0,False,trained_model_seed
0,17650,1.0,1.0,False,trained_model_seed
0,17700,1.0,1.0,False,trained_model_seed
0,17750,1.0,1.0,False,trained_model_seed
0,17800,1.0,1.0,False,trained_model_seed
0,17850,1.0,1.0,False,trained_model_seed
0,17900,1.0,1.0,False,trained_model_seed
0,17950,1.0,1.0,False,trained_model_seed
0,18000,1.0,1.0,False,trained_model_seed
0,18050,1.0,1.0,False,trained_model_seed
0,18100,1.0,0.9998881220817566,False,trained_model_seed
0,18150,0.9911227226257324,0.9810940623283386,False,trained_model_seed
0,18200,1.0,1.0,False,trained_model_seed
0,18250,1.0,1.0,False,trained_model_seed
0,18300,1.0,1.0,False,trained_model_seed
0,18350,1.0,1.0,False,trained_model_seed
0,18400,1.0,1.0,False,trained_model_seed
0,18450,1.0,1.0,False,trained_model_seed
0,18500,1.0,1.0,False,trained_model_seed
0,18550,1.0,1.0,False,trained_model_seed
0,18600,1.0,1.0,False,trained_model_seed
0,18650,1.0,1.0,False,trained_model_seed
0,18700,1.0,1.0,False,trained_model_seed
0,18750,1.0,1.0,False,trained_model_seed
0,18800,1.0,1.0,False,trained_model_seed
0,18850,1.0,1.0,False,trained_model_seed
0,18900,1.0,1.0,False,trained_model_seed
0,18950,1.0,1.0,False,trained_model_seed
0,19000,1.0,1.0,False,trained_model_seed
0,19050,1.0,1.0,False,trained_model_seed
0,19100,1.0,1.0,False,trained_model_seed
0,19150,1.0,1.0,False,trained_model_seed
0,19200,1.0,1.0,False,trained_model_seed
0,19250,1.0,1.0,False,trained_model_seed
0,19300,1.0,1.0,False,trained_model_seed
0,19350,1.0,1.0,False,trained_model_seed
0,19400,1.0,1.0,False,trained_model_seed
0,19450,1.0,1.0,False,trained_model_seed
0,19500,1.0,0.9970914125442505,False,trained_model_seed
0,19550,1.0,1.0,False,trained_model_seed
0,19600,1.0,1.0,False,trained_model_seed
0,19650,1.0,1.0,False,trained_model_seed
0,19700,1.0,1.0,False,trained_model_seed
0,19750,1.0,1.0,False,trained_model_seed
0,19800,1.0,1.0,False,trained_model_seed
0,19850,1.0,1.0,False,trained_model_seed
0,19900,1.0,1.0,False,trained_model_seed
0,19950,1.0,1.0,False,trained_model_seed
0,20000,1.0,1.0,False,trained_model_seed
0,20050,1.0,1.0,False,trained_model_seed
0,20100,1.0,1.0,False,trained_model_seed
0,20150,1.0,1.0,False,trained_model_seed
0,20200,1.0,1.0,False,trained_model_seed
0,20250,1.0,1.0,False,trained_model_seed
0,20300,1.0,1.0,False,trained_model_seed
0,20350,1.0,1.0,False,trained_model_seed
0,20400,1.0,1.0,False,trained_model_seed
0,20450,1.0,1.0,False,trained_model_seed
0,20500,1.0,1.0,False,trained_model_seed
0,20550,1.0,1.0,False,trained_model_seed
0,20600,1.0,1.0,False,trained_model_seed
0,20650,1.0,1.0,False,trained_model_seed
0,20700,1.0,1.0,False,trained_model_seed
0,20750,1.0,0.9984338283538818,False,trained_model_seed
0,20800,1.0,1.0,False,trained_model_seed
0,20850,1.0,1.0,False,trained_model_seed
0,20900,1.0,1.0,False,trained_model_seed
0,20950,1.0,1.0,False,trained_model_seed
0,21000,1.0,1.0,False,trained_model_seed
0,21050,1.0,1.0,False,trained_model_seed
0,21100,1.0,1.0,False,trained_model_seed
0,21150,1.0,1.0,False,trained_model_seed
0,21200,1.0,1.0,False,trained_model_seed
0,21250,1.0,1.0,False,trained_model_seed
0,21300,1.0,1.0,False,trained_model_seed
0,21350,1.0,1.0,False,trained_model_seed
0,21400,1.0,1.0,False,trained_model_seed
0,21450,1.0,1.0,False,trained_model_seed
0,21500,1.0,1.0,False,trained_model_seed
0,21550,1.0,1.0,False,trained_model_seed
0,21600,1.0,1.0,False,trained_model_seed
0,21650,1.0,1.0,False,trained_model_seed
0,21700,1.0,1.0,False,trained_model_seed
0,21750,1.0,1.0,False,trained_model_seed
0,21800,1.0,1.0,False,trained_model_seed
0,21850,1.0,1.0,False,trained_model_seed
0,21900,1.0,1.0,False,trained_model_seed
0,21950,0.9937337040901184,0.9854570031166077,False,trained_model_seed
0,22000,1.0,1.0,False,trained_model_seed
0,22050,1.0,1.0,False,trained_model_seed
0,22100,1.0,1.0,False,trained_model_seed
0,22150,1.0,1.0,False,trained_model_seed
0,22200,1.0,1.0,False,trained_model_seed
0,22250,1.0,1.0,False,trained_model_seed
0,22300,1.0,1.0,False,trained_model_seed
0,22350,1.0,1.0,False,trained_model_seed
0,22400,1.0,1.0,False,trained_model_seed
0,22450,1.0,1.0,False,trained_model_seed
0,22500,1.0,1.0,False,trained_model_seed
0,22550,1.0,1.0,False,trained_model_seed
0,22600,1.0,1.0,False,trained_model_seed
0,22650,1.0,1.0,False,trained_model_seed
0,22700,1.0,1.0,False,trained_model_seed
0,22750,1.0,1.0,False,trained_model_seed
0,22800,1.0,1.0,False,trained_model_seed
0,22850,1.0,1.0,False,trained_model_seed
0,22900,1.0,1.0,False,trained_model_seed
0,22950,1.0,1.0,False,trained_model_seed
0,23000,1.0,1.0,False,trained_model_seed
0,23050,1.0,1.0,False,trained_model_seed
0,23100,1.0,1.0,False,trained_model_seed
0,23150,1.0,1.0,False,trained_model_seed
0,23200,1.0,0.9997762441635132,False,trained_model_seed
0,23250,1.0,0.9985457062721252,False,trained_model_seed
0,23300,1.0,0.9998881220817566,False,trained_model_seed
0,23350,1.0,1.0,False,trained_model_seed
0,23400,1.0,1.0,False,trained_model_seed
0,23450,1.0,1.0,False,trained_model_seed
0,23500,1.0,1.0,False,trained_model_seed
0,23550,1.0,1.0,False,trained_model_seed
0,23600,1.0,1.0,False,trained_model_seed
0,23650,1.0,1.0,False,trained_model_seed
0,23700,1.0,1.0,False,trained_model_seed
0,23750,1.0,1.0,False,trained_model_seed
0,23800,1.0,1.0,False,trained_model_seed
0,23850,1.0,1.0,False,trained_model_seed
0,23900,1.0,1.0,False,trained_model_seed
0,23950,1.0,1.0,False,trained_model_seed
0,24000,1.0,1.0,False,trained_model_seed
0,24050,1.0,1.0,False,trained_model_seed
0,24100,1.0,1.0,False,trained_model_seed
0,24150,1.0,1.0,False,trained_model_seed
0,24200,1.0,1.0,False,trained_model_seed
0,24250,1.0,1.0,False,trained_model_seed
0,24300,1.0,1.0,False,trained_model_seed
0,24350,1.0,1.0,False,trained_model_seed
0,24400,1.0,1.0,False,trained_model_seed
0,24450,1.0,1.0,False,trained_model_seed
0,24500,1.0,1.0,False,trained_model_seed
0,24550,1.0,0.9985457062721252,False,trained_model_seed
0,24600,1.0,1.0,False,trained_model_seed
0,24650,1.0,1.0,False,trained_model_seed
0,24700,1.0,1.0,False,trained_model_seed
0,24750,1.0,1.0,False,trained_model_seed
0,24800,1.0,1.0,False,trained_model_seed
0,24850,1.0,1.0,False,trained_model_seed
0,24900,1.0,1.0,False,trained_model_seed
0,24950,1.0,1.0,False,trained_model_seed
0,25000,1.0,1.0,False,trained_model_seed
0,25050,1.0,1.0,False,trained_model_seed
0,25100,1.0,1.0,False,trained_model_seed
0,25150,1.0,1.0,False,trained_model_seed
0,25200,1.0,1.0,False,trained_model_seed
0,25250,1.0,1.0,False,trained_model_seed
0,25300,1.0,1.0,False,trained_model_seed
0,25350,1.0,1.0,False,trained_model_seed
0,25400,1.0,1.0,False,trained_model_seed
0,25450,1.0,1.0,False,trained_model_seed
0,25500,1.0,1.0,False,trained_model_seed
0,25550,1.0,1.0,False,trained_model_seed
0,25600,1.0,1.0,False,trained_model_seed
0,25650,1.0,1.0,False,trained_model_seed
0,25700,1.0,1.0,False,trained_model_seed
0,25750,1.0,1.0,False,trained_model_seed
0,25800,1.0,0.9984338283538818,False,trained_model_seed
0,25850,1.0,1.0,False,trained_model_seed
0,25900,1.0,1.0,False,trained_model_seed
0,25950,1.0,1.0,False,trained_model_seed
0,26000,1.0,1.0,False,trained_model_seed
0,26050,1.0,1.0,False,trained_model_seed
0,26100,1.0,1.0,False,trained_model_seed
0,26150,1.0,1.0,False,trained_model_seed
0,26200,1.0,1.0,False,trained_model_seed
0,26250,1.0,1.0,False,trained_model_seed
0,26300,1.0,1.0,False,trained_model_seed
0,26350,1.0,1.0,False,trained_model_seed
0,26400,1.0,1.0,False,trained_model_seed
0,26450,1.0,1.0,False,trained_model_seed
0,26500,1.0,1.0,False,trained_model_seed
0,26550,1.0,1.0,False,trained_model_seed
0,26600,1.0,1.0,False,trained_model_seed
0,26650,1.0,1.0,False,trained_model_seed
0,26700,1.0,1.0,False,trained_model_seed
0,26750,1.0,1.0,False,trained_model_seed
0,26800,1.0,1.0,False,trained_model_seed
0,26850,1.0,1.0,False,trained_model_seed
0,26900,1.0,1.0,False,trained_model_seed
0,26950,1.0,1.0,False,trained_model_seed
0,27000,1.0,1.0,False,trained_model_seed
0,27050,1.0,0.9997762441635132,False,trained_model_seed
0,27100,1.0,1.0,False,trained_model_seed
0,27150,1.0,1.0,False,trained_model_seed
0,27200,1.0,1.0,False,trained_model_seed
0,27250,1.0,1.0,False,trained_model_seed
0,27300,1.0,1.0,False,trained_model_seed
0,27350,1.0,1.0,False,trained_model_seed
