cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,model_seed,checkpoint_step,primary_cell,search_execution_mode,source_stage,source_run_id,family_size,family_target,right_censored,right_censoring_status,status,stopping_reason,exact_evaluations_used,ranking_passes,restarts_attempted,accepted_circuit_count,failed_requested_member_count,budget_remaining,transfer_group_count,transfer_group_status,pair_count,minimum_pairwise_jaccard_overlap,maximum_pairwise_jaccard_overlap,mean_pairwise_overlap,median_pairwise_overlap,minimum_structural_distance,maximum_structural_distance,mean_structural_distance,cutoff_compliance,stage18_run_id,checkpoint_index,global_cell_index
74,s0-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3115,7,6,1,0,1,complete,15,0.10126582278481013,0.2112676056338028,0.174602977410662,0.18309859154929578,0.7887323943661972,0.8987341772151899,0.825397022589338,True,stage18-scaling-24a9adb84176,5,74
75,s0-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3115,7,6,1,0,1,complete,15,0.10126582278481013,0.2112676056338028,0.174602977410662,0.18309859154929578,0.7887323943661972,0.8987341772151899,0.825397022589338,True,stage18-scaling-24a9adb84176,5,75
76,s0-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3114,7,6,1,0,1,complete,15,0.10344827586206896,0.24,0.18364058379866008,0.18421052631578946,0.76,0.896551724137931,0.8163594162013399,True,stage18-scaling-24a9adb84176,5,76
77,s0-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3114,7,6,1,0,1,complete,15,0.10344827586206896,0.24,0.18364058379866008,0.18421052631578946,0.76,0.896551724137931,0.8163594162013399,True,stage18-scaling-24a9adb84176,5,77
78,s0-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3114,7,6,1,0,1,complete,15,0.10344827586206896,0.24,0.18364058379866008,0.18421052631578946,0.76,0.896551724137931,0.8163594162013399,True,stage18-scaling-24a9adb84176,5,78
79,s0-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.09375,0.24050632911392406,0.15587953223267967,0.15217391304347827,0.759493670886076,0.90625,0.8441204677673203,True,stage18-scaling-24a9adb84176,5,79
80,s0-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.09375,0.24050632911392406,0.15587953223267967,0.15217391304347827,0.759493670886076,0.90625,0.8441204677673203,True,stage18-scaling-24a9adb84176,5,80
81,s0-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.09375,0.24050632911392406,0.15587953223267967,0.15217391304347827,0.759493670886076,0.90625,0.8441204677673203,True,stage18-scaling-24a9adb84176,5,81
82,s0-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3109,7,6,1,0,1,complete,15,0.08333333333333333,0.22916666666666666,0.1660632597943085,0.16161616161616163,0.7708333333333334,0.9166666666666666,0.8339367402056915,True,stage18-scaling-24a9adb84176,5,82
83,s0-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3109,7,6,1,0,1,complete,15,0.08333333333333333,0.22916666666666666,0.1660632597943085,0.16161616161616163,0.7708333333333334,0.9166666666666666,0.8339367402056915,True,stage18-scaling-24a9adb84176,5,83
84,s0-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3109,7,6,1,0,1,complete,15,0.08333333333333333,0.22916666666666666,0.1660632597943085,0.16161616161616163,0.7708333333333334,0.9166666666666666,0.8339367402056915,True,stage18-scaling-24a9adb84176,5,84
85,s0-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,0,8500,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,46345,2878,7,5,1,3655,1,complete,10,0.09090909090909091,0.19090909090909092,0.13923076923076924,0.14537684537684537,0.8090909090909091,0.9090909090909091,0.8607692307692307,True,stage18-scaling-24a9adb84176,5,85
86,s0-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3107,7,6,1,0,1,complete,15,0.09090909090909091,0.2828282828282828,0.16353638020304687,0.17094017094017094,0.7171717171717171,0.9090909090909091,0.8364636197969532,True,stage18-scaling-24a9adb84176,5,86
87,s0-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,0,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3107,7,6,1,0,1,complete,15,0.09090909090909091,0.2828282828282828,0.16353638020304687,0.17094017094017094,0.7171717171717171,0.9090909090909091,0.8364636197969532,True,stage18-scaling-24a9adb84176,5,87
88,s0-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,0,8500,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,45553,2821,7,5,1,4447,1,complete,10,0.060810810810810814,0.23770491803278687,0.14358104647393383,0.13601449667333804,0.7622950819672132,0.9391891891891891,0.8564189535260662,True,stage18-scaling-24a9adb84176,5,88
89,s0-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,0,8500,True,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3094,8,7,1,0,1,complete,21,0.060810810810810814,0.2711864406779661,0.16300890140594496,0.17424242424242425,0.728813559322034,0.9391891891891891,0.8369910985940551,True,stage18-scaling-24a9adb84176,5,89
90,s0-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,0,8500,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3094,8,7,1,0,1,complete,21,0.060810810810810814,0.2711864406779661,0.16300890140594496,0.17424242424242425,0.728813559322034,0.9391891891891891,0.8369910985940551,True,stage18-scaling-24a9adb84176,5,90
91,s0-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,0,8650,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,48085,2996,7,5,1,1915,2,complete,10,0.07142857142857142,0.2112676056338028,0.1602694310250234,0.16991255961844198,0.7887323943661972,0.9285714285714286,0.8397305689749767,True,stage18-scaling-24a9adb84176,6,91
92,s0-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3116,7,6,1,0,2,complete,15,0.07142857142857142,0.2537313432835821,0.16638010820252902,0.14864864864864866,0.7462686567164178,0.9285714285714286,0.833619891797471,True,stage18-scaling-24a9adb84176,6,92
93,s0-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3116,7,6,1,0,2,complete,15,0.07142857142857142,0.2537313432835821,0.16638010820252902,0.14864864864864866,0.7462686567164178,0.9285714285714286,0.833619891797471,True,stage18-scaling-24a9adb84176,6,93
94,s0-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.0963855421686747,0.24324324324324326,0.17111525212171064,0.16883116883116883,0.7567567567567568,0.9036144578313253,0.8288847478782894,True,stage18-scaling-24a9adb84176,6,94
95,s0-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.0963855421686747,0.24324324324324326,0.17111525212171064,0.16883116883116883,0.7567567567567568,0.9036144578313253,0.8288847478782894,True,stage18-scaling-24a9adb84176,6,95
96,s0-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.0963855421686747,0.24324324324324326,0.17111525212171064,0.16883116883116883,0.7567567567567568,0.9036144578313253,0.8288847478782894,True,stage18-scaling-24a9adb84176,6,96
97,s0-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.09090909090909091,0.23076923076923078,0.17248185697898044,0.18518518518518517,0.7692307692307692,0.9090909090909091,0.8275181430210196,True,stage18-scaling-24a9adb84176,6,97
98,s0-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.09090909090909091,0.23076923076923078,0.17248185697898044,0.18518518518518517,0.7692307692307692,0.9090909090909091,0.8275181430210196,True,stage18-scaling-24a9adb84176,6,98
99,s0-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.09090909090909091,0.23076923076923078,0.17248185697898044,0.18518518518518517,0.7692307692307692,0.9090909090909091,0.8275181430210196,True,stage18-scaling-24a9adb84176,6,99
100,s0-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3110,7,6,1,0,1,complete,15,0.09523809523809523,0.23333333333333334,0.14572057166262833,0.14432989690721648,0.7666666666666666,0.9047619047619048,0.8542794283373717,True,stage18-scaling-24a9adb84176,6,100
101,s0-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3110,7,6,1,0,1,complete,15,0.09523809523809523,0.23333333333333334,0.14572057166262833,0.14432989690721648,0.7666666666666666,0.9047619047619048,0.8542794283373717,True,stage18-scaling-24a9adb84176,6,101
102,s0-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3110,7,6,1,0,1,complete,15,0.09523809523809523,0.23333333333333334,0.14572057166262833,0.14432989690721648,0.7666666666666666,0.9047619047619048,0.8542794283373717,True,stage18-scaling-24a9adb84176,6,102
103,s0-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3107,7,6,1,0,1,complete,15,0.08547008547008547,0.18518518518518517,0.150164969511179,0.1651376146788991,0.8148148148148149,0.9145299145299145,0.849835030488821,True,stage18-scaling-24a9adb84176,6,103
104,s0-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3107,7,6,1,0,1,complete,15,0.08547008547008547,0.18518518518518517,0.150164969511179,0.1651376146788991,0.8148148148148149,0.9145299145299145,0.849835030488821,True,stage18-scaling-24a9adb84176,6,104
105,s0-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3107,7,6,1,0,1,complete,15,0.08547008547008547,0.18518518518518517,0.150164969511179,0.1651376146788991,0.8148148148148149,0.9145299145299145,0.849835030488821,True,stage18-scaling-24a9adb84176,6,105
106,s0-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3099,7,6,1,0,1,complete,15,0.1015625,0.23140495867768596,0.15037147501537418,0.14960629921259844,0.768595041322314,0.8984375,0.8496285249846258,True,stage18-scaling-24a9adb84176,6,106
107,s0-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,0,8650,True,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3099,7,6,1,0,1,complete,15,0.1015625,0.23140495867768596,0.15037147501537418,0.14960629921259844,0.768595041322314,0.8984375,0.8496285249846258,True,stage18-scaling-24a9adb84176,6,107
108,s0-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,0,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3099,7,6,1,0,1,complete,15,0.1015625,0.23140495867768596,0.15037147501537418,0.14960629921259844,0.768595041322314,0.8984375,0.8496285249846258,True,stage18-scaling-24a9adb84176,6,108
109,s0-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,0,9050,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32608,2030,5,3,1,17392,1,complete,3,0.13253012048192772,0.16470588235294117,0.15192419606690752,0.15853658536585366,0.8352941176470589,0.8674698795180723,0.8480758039330925,True,stage18-scaling-24a9adb84176,7,109
110,s0-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.11627906976744186,0.30666666666666664,0.18607852363424146,0.1686746987951807,0.6933333333333334,0.8837209302325582,0.8139214763657585,True,stage18-scaling-24a9adb84176,7,110
111,s0-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.11627906976744186,0.30666666666666664,0.18607852363424146,0.1686746987951807,0.6933333333333334,0.8837209302325582,0.8139214763657585,True,stage18-scaling-24a9adb84176,7,111
112,s0-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,0,9050,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,39949,2486,6,4,1,10051,1,complete,6,0.0989010989010989,0.25,0.15074277574277575,0.1388888888888889,0.75,0.9010989010989011,0.8492572242572243,True,stage18-scaling-24a9adb84176,7,112
113,s0-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.0851063829787234,0.3333333333333333,0.17682060647154357,0.17777777777777778,0.6666666666666667,0.9148936170212766,0.8231793935284565,True,stage18-scaling-24a9adb84176,7,113
114,s0-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.0851063829787234,0.3333333333333333,0.17682060647154357,0.17777777777777778,0.6666666666666667,0.9148936170212766,0.8231793935284565,True,stage18-scaling-24a9adb84176,7,114
115,s0-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3109,7,6,1,0,2,complete,15,0.11224489795918367,0.2413793103448276,0.16566081792660858,0.1595744680851064,0.7586206896551724,0.8877551020408163,0.8343391820733914,True,stage18-scaling-24a9adb84176,7,115
116,s0-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3109,7,6,1,0,2,complete,15,0.11224489795918367,0.2413793103448276,0.16566081792660858,0.1595744680851064,0.7586206896551724,0.8877551020408163,0.8343391820733914,True,stage18-scaling-24a9adb84176,7,116
117,s0-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3109,7,6,1,0,2,complete,15,0.11224489795918367,0.2413793103448276,0.16566081792660858,0.1595744680851064,0.7586206896551724,0.8877551020408163,0.8343391820733914,True,stage18-scaling-24a9adb84176,7,117
118,s0-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,0,9050,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,39439,2452,6,4,1,10561,1,complete,6,0.07207207207207207,0.18421052631578946,0.12122696592548655,0.10895361380798274,0.8157894736842105,0.9279279279279279,0.8787730340745135,True,stage18-scaling-24a9adb84176,7,118
119,s0-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3108,7,6,1,0,1,complete,15,0.07207207207207207,0.25961538461538464,0.13544142323481817,0.12727272727272726,0.7403846153846154,0.9279279279279279,0.8645585767651819,True,stage18-scaling-24a9adb84176,7,119
120,s0-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3108,7,6,1,0,1,complete,15,0.07207207207207207,0.25961538461538464,0.13544142323481817,0.12727272727272726,0.7403846153846154,0.9279279279279279,0.8645585767651819,True,stage18-scaling-24a9adb84176,7,120
121,s0-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3104,7,6,1,0,1,complete,15,0.07936507936507936,0.226890756302521,0.1477523122529546,0.13636363636363635,0.773109243697479,0.9206349206349207,0.8522476877470454,True,stage18-scaling-24a9adb84176,7,121
122,s0-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3104,7,6,1,0,1,complete,15,0.07936507936507936,0.226890756302521,0.1477523122529546,0.13636363636363635,0.773109243697479,0.9206349206349207,0.8522476877470454,True,stage18-scaling-24a9adb84176,7,122
123,s0-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3104,7,6,1,0,1,complete,15,0.07936507936507936,0.226890756302521,0.1477523122529546,0.13636363636363635,0.773109243697479,0.9206349206349207,0.8522476877470454,True,stage18-scaling-24a9adb84176,7,123
124,s0-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,0,9050,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,45853,2841,7,5,1,4147,1,complete,10,0.0948905109489051,0.1984732824427481,0.14263527518268096,0.1370214752567694,0.8015267175572519,0.9051094890510949,0.8573647248173191,True,stage18-scaling-24a9adb84176,7,124
125,s0-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,0,9050,True,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3100,7,6,1,0,1,complete,15,0.0948905109489051,0.2796610169491525,0.1559337397427794,0.1565217391304348,0.7203389830508475,0.9051094890510949,0.8440662602572206,True,stage18-scaling-24a9adb84176,7,125
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,0,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3100,7,6,1,0,1,complete,15,0.0948905109489051,0.2796610169491525,0.1559337397427794,0.1565217391304348,0.7203389830508475,0.9051094890510949,0.8440662602572206,True,stage18-scaling-24a9adb84176,7,126
127,s1-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1424,21,1,0,1,48576,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,127
128,s1-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1424,21,1,0,1,48576,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,128
129,s1-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1424,21,1,0,1,48576,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,129
130,s1-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1416,13,1,0,1,48584,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,130
131,s1-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1416,13,1,0,1,48584,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,131
132,s1-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1416,13,1,0,1,48584,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,132
133,s1-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1053,8,1,0,1,48947,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,133
134,s1-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1053,8,1,0,1,48947,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,134
