cell_index,cell_id,requested_member_index,member_label,accepted_circuit,representative_restart_index,primary_fidelity,retained_component_count,retained_component_proportion,maximum_prior_overlap_numerator,maximum_prior_overlap_denominator,maximum_prior_overlap,mean_prior_overlap,cumulative_exact_evaluations,member_exact_evaluations,member_ranking_passes,restart_count,status,failure_reason,family_right_censored,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
47,s0-step7450-f19of20-d1of2,5,C5,True,0,0.9544991776959825,62,0.12015503875968993,29,93,0.3118279569892473,0.23665271265307766,36631,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,47
47,s0-step7450-f19of20-d1of2,6,C6,True,0,0.9518364789725116,63,0.12209302325581395,25,98,0.25510204081632654,0.21205110355622045,43942,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,47
47,s0-step7450-f19of20-d1of2,7,C7,False,0,0.9999216853316626,138,,37,161,0.22981366459627328,,50000,6058,379,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,47
48,s0-step7450-f19of20-d3of4,1,C1,True,0,0.9502701856057639,60,0.11627906976744186,0,1,0.0,,7356,7356,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
48,s0-step7450-f19of20-d3of4,2,C2,True,0,0.9526979403242227,67,0.1298449612403101,14,113,0.12389380530973451,0.12389380530973451,14607,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
48,s0-step7450-f19of20-d3of4,3,C3,True,0,0.9516015349674994,62,0.12015503875968993,23,99,0.23232323232323232,0.1819510898458267,21949,7342,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
48,s0-step7450-f19of20-d3of4,4,C4,True,0,0.9516798496358367,60,0.11627906976744186,5,19,0.2631578947368421,0.2160985031385804,29305,7356,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
48,s0-step7450-f19of20-d3of4,5,C5,True,0,0.9544991776959825,62,0.12015503875968993,29,93,0.3118279569892473,0.23665271265307766,36631,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
48,s0-step7450-f19of20-d3of4,6,C6,True,0,0.9518364789725116,63,0.12209302325581395,25,98,0.25510204081632654,0.21205110355622045,43942,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
48,s0-step7450-f19of20-d3of4,7,C7,False,0,0.9999216853316626,138,,37,161,0.22981366459627328,,50000,6058,379,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,48
49,s0-step7450-f39of40-d1of4,1,C1,True,0,0.9750176208003759,67,0.1298449612403101,0,1,0.0,,7267,7267,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,49
49,s0-step7450-f39of40-d1of4,2,C2,True,0,0.9750959354687133,70,0.13565891472868216,17,120,0.14166666666666666,0.14166666666666666,14473,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,49
49,s0-step7450-f39of40-d1of4,3,C3,True,0,0.9757224528154124,76,0.14728682170542637,2,9,0.2222222222222222,0.17700258397932817,21589,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,49
49,s0-step7450-f39of40-d1of4,4,C4,True,0,0.9758790821520871,68,0.13178294573643412,5,22,0.22727272727272727,0.18588943337867297,28825,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,49
49,s0-step7450-f39of40-d1of4,5,C5,False,1,1.0,340,,54,353,0.1529745042492918,,38825,10000,620,2,budget_exhaustion,requested_member_5_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,49
50,s0-step7450-f39of40-d1of2,1,C1,True,0,0.9750176208003759,67,0.1298449612403101,0,1,0.0,,7267,7267,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
50,s0-step7450-f39of40-d1of2,2,C2,True,0,0.9750959354687133,70,0.13565891472868216,17,120,0.14166666666666666,0.14166666666666666,14473,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
50,s0-step7450-f39of40-d1of2,3,C3,True,0,0.9757224528154124,76,0.14728682170542637,2,9,0.2222222222222222,0.17700258397932817,21589,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
50,s0-step7450-f39of40-d1of2,4,C4,True,0,0.9758790821520871,68,0.13178294573643412,5,22,0.22727272727272727,0.18588943337867297,28825,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
50,s0-step7450-f39of40-d1of2,5,C5,True,0,0.9760357114887619,74,0.1434108527131783,10,37,0.2702702702702703,0.22838542817022014,36003,7178,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
50,s0-step7450-f39of40-d1of2,6,C6,True,0,0.9750959354687133,68,0.13178294573643412,32,103,0.3106796116504854,0.23642556647620055,43239,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
50,s0-step7450-f39of40-d1of2,7,C7,False,0,0.9945179732163835,94,,34,127,0.2677165354330709,,50000,6761,423,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,50
51,s0-step7450-f39of40-d3of4,1,C1,True,0,0.9750176208003759,67,0.1298449612403101,0,1,0.0,,7267,7267,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
51,s0-step7450-f39of40-d3of4,2,C2,True,0,0.9750959354687133,70,0.13565891472868216,17,120,0.14166666666666666,0.14166666666666666,14473,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
51,s0-step7450-f39of40-d3of4,3,C3,True,0,0.9757224528154124,76,0.14728682170542637,2,9,0.2222222222222222,0.17700258397932817,21589,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
51,s0-step7450-f39of40-d3of4,4,C4,True,0,0.9758790821520871,68,0.13178294573643412,5,22,0.22727272727272727,0.18588943337867297,28825,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
51,s0-step7450-f39of40-d3of4,5,C5,True,0,0.9760357114887619,74,0.1434108527131783,10,37,0.2702702702702703,0.22838542817022014,36003,7178,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
51,s0-step7450-f39of40-d3of4,6,C6,True,0,0.9750959354687133,68,0.13178294573643412,32,103,0.3106796116504854,0.23642556647620055,43239,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
51,s0-step7450-f39of40-d3of4,7,C7,False,0,0.9945179732163835,94,,34,127,0.2677165354330709,,50000,6761,423,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,51
52,s0-step7450-f99of100-d1of4,1,C1,True,0,0.9901323517894902,77,0.14922480620155038,0,1,0.0,,7117,7117,440,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,52
52,s0-step7450-f99of100-d1of4,2,C2,True,0,0.9904456104628397,81,0.1569767441860465,7,72,0.09722222222222222,0.09722222222222222,14174,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,52
52,s0-step7450-f99of100-d1of4,3,C3,True,0,0.9904456104628397,83,0.16085271317829458,23,137,0.1678832116788321,0.13799565989347012,21185,7011,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,52
52,s0-step7450-f99of100-d1of4,4,C4,True,0,0.9903672957945023,91,0.17635658914728683,1,6,0.16666666666666666,0.12349886400519311,28076,6891,426,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,52
52,s0-step7450-f99of100-d1of4,5,C5,False,1,1.0,333,,61,349,0.17478510028653296,,38076,10000,620,2,budget_exhaustion,requested_member_5_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,52
53,s0-step7450-f99of100-d1of2,1,C1,True,0,0.9901323517894902,77,0.14922480620155038,0,1,0.0,,7117,7117,440,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,2,C2,True,0,0.9904456104628397,81,0.1569767441860465,7,72,0.09722222222222222,0.09722222222222222,14174,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,3,C3,True,0,0.9904456104628397,83,0.16085271317829458,23,137,0.1678832116788321,0.13799565989347012,21185,7011,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,4,C4,True,0,0.9903672957945023,91,0.17635658914728683,1,6,0.16666666666666666,0.12349886400519311,28076,6891,426,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,5,C5,True,0,0.9901323517894902,80,0.15503875968992248,41,116,0.35344827586206895,0.22231100515125424,35148,7072,437,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,6,C6,True,0,0.9906805544678519,80,0.15503875968992248,39,118,0.3305084745762712,0.21396383805976993,42204,7056,437,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,7,C7,True,0,0.9900540371211528,85,0.16472868217054262,11,43,0.2558139534883721,0.18773907397241615,49185,6981,432,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
53,s0-step7450-f99of100-d1of2,8,C8,False,0,1.0,466,,76,481,0.158004158004158,,50000,815,51,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,53
54,s0-step7450-f99of100-d3of4,1,C1,True,0,0.9901323517894902,77,0.14922480620155038,0,1,0.0,,7117,7117,440,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,2,C2,True,0,0.9904456104628397,81,0.1569767441860465,7,72,0.09722222222222222,0.09722222222222222,14174,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,3,C3,True,0,0.9904456104628397,83,0.16085271317829458,23,137,0.1678832116788321,0.13799565989347012,21185,7011,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,4,C4,True,0,0.9903672957945023,91,0.17635658914728683,1,6,0.16666666666666666,0.12349886400519311,28076,6891,426,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,5,C5,True,0,0.9901323517894902,80,0.15503875968992248,41,116,0.35344827586206895,0.22231100515125424,35148,7072,437,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,6,C6,True,0,0.9906805544678519,80,0.15503875968992248,39,118,0.3305084745762712,0.21396383805976993,42204,7056,437,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,7,C7,True,0,0.9900540371211528,85,0.16472868217054262,11,43,0.2558139534883721,0.18773907397241615,49185,6981,432,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
54,s0-step7450-f99of100-d3of4,8,C8,False,0,1.0,466,,76,481,0.158004158004158,,50000,815,51,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,54
55,s0-step8150-f4of5-d1of4,1,C1,True,0,0.818858172135641,47,0.09108527131782945,0,1,0.0,,7551,7551,470,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,55
55,s0-step8150-f4of5-d1of4,2,C2,True,0,0.8127496280053254,44,0.08527131782945736,17,74,0.22972972972972974,0.22972972972972974,15147,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,55
55,s0-step8150-f4of5-d1of4,3,C3,False,1,1.0,366,,37,376,0.09840425531914894,,25147,10000,624,2,budget_exhaustion,requested_member_3_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,55
56,s0-step8150-f4of5-d1of2,1,C1,True,0,0.818858172135641,47,0.09108527131782945,0,1,0.0,,7551,7551,470,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
56,s0-step8150-f4of5-d1of2,2,C2,True,0,0.8127496280053254,44,0.08527131782945736,17,74,0.22972972972972974,0.22972972972972974,15147,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
56,s0-step8150-f4of5-d1of2,3,C3,True,0,0.8010024277547184,44,0.08527131782945736,23,68,0.3382352941176471,0.2888359569179785,22743,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
56,s0-step8150-f4of5-d1of2,4,C4,True,0,0.8089122092567937,45,0.0872093023255814,4,19,0.21052631578947367,0.19996522838628103,30324,7581,472,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
56,s0-step8150-f4of5-d1of2,5,C5,True,0,0.8035084971415146,45,0.0872093023255814,21,71,0.29577464788732394,0.2683186269989699,37905,7581,472,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
56,s0-step8150-f4of5-d1of2,6,C6,True,0,0.8132195160153497,45,0.0872093023255814,20,69,0.2898550724637681,0.25056737797952805,45486,7581,472,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
56,s0-step8150-f4of5-d1of2,7,C7,False,0,1.0,234,,34,247,0.13765182186234817,,50000,4514,283,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,56
57,s0-step8150-f4of5-d3of4,1,C1,True,0,0.818858172135641,47,0.09108527131782945,0,1,0.0,,7551,7551,470,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
57,s0-step8150-f4of5-d3of4,2,C2,True,0,0.8127496280053254,44,0.08527131782945736,17,74,0.22972972972972974,0.22972972972972974,15147,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
57,s0-step8150-f4of5-d3of4,3,C3,True,0,0.8010024277547184,44,0.08527131782945736,23,68,0.3382352941176471,0.2888359569179785,22743,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
57,s0-step8150-f4of5-d3of4,4,C4,True,0,0.8089122092567937,45,0.0872093023255814,4,19,0.21052631578947367,0.19996522838628103,30324,7581,472,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
57,s0-step8150-f4of5-d3of4,5,C5,True,0,0.8035084971415146,45,0.0872093023255814,21,71,0.29577464788732394,0.2683186269989699,37905,7581,472,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
57,s0-step8150-f4of5-d3of4,6,C6,True,0,0.8132195160153497,45,0.0872093023255814,20,69,0.2898550724637681,0.25056737797952805,45486,7581,472,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
57,s0-step8150-f4of5-d3of4,7,C7,False,0,1.0,234,,34,247,0.13765182186234817,,50000,4514,283,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,57
58,s0-step8150-f17of20-d1of4,1,C1,True,0,0.8540997728874619,51,0.09883720930232558,0,1,0.0,,7491,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,58
58,s0-step8150-f17of20-d1of4,2,C2,True,0,0.8552744929125226,51,0.09883720930232558,1,5,0.2,0.2,14982,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,58
58,s0-step8150-f17of20-d1of4,3,C3,True,0,0.8716422585950349,49,0.09496124031007752,17,83,0.20481927710843373,0.1642073913632056,22503,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,58
58,s0-step8150-f17of20-d1of4,4,C4,False,1,1.0,359,,37,373,0.09919571045576407,,32503,10000,623,2,budget_exhaustion,requested_member_4_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,58
59,s0-step8150-f17of20-d1of2,1,C1,True,0,0.8540997728874619,51,0.09883720930232558,0,1,0.0,,7491,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
59,s0-step8150-f17of20-d1of2,2,C2,True,0,0.8552744929125226,51,0.09883720930232558,1,5,0.2,0.2,14982,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
59,s0-step8150-f17of20-d1of2,3,C3,True,0,0.8716422585950349,49,0.09496124031007752,17,83,0.20481927710843373,0.1642073913632056,22503,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
59,s0-step8150-f17of20-d1of2,4,C4,True,0,0.8668650638264547,52,0.10077519379844961,22,81,0.2716049382716049,0.22954067982569992,29979,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
59,s0-step8150-f17of20-d1of2,5,C5,True,0,0.8544130315608114,44,0.08527131782945736,21,74,0.28378378378378377,0.2237419985775249,37575,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
59,s0-step8150-f17of20-d1of2,6,C6,True,0,0.8544130315608114,53,0.10271317829457365,5,16,0.3125,0.22346544260337364,45052,7477,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
59,s0-step8150-f17of20-d1of2,7,C7,False,0,1.0,207,,11,75,0.14666666666666667,,50000,4948,310,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,59
60,s0-step8150-f17of20-d3of4,1,C1,True,0,0.8540997728874619,51,0.09883720930232558,0,1,0.0,,7491,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
60,s0-step8150-f17of20-d3of4,2,C2,True,0,0.8552744929125226,51,0.09883720930232558,1,5,0.2,0.2,14982,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
60,s0-step8150-f17of20-d3of4,3,C3,True,0,0.8716422585950349,49,0.09496124031007752,17,83,0.20481927710843373,0.1642073913632056,22503,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
60,s0-step8150-f17of20-d3of4,4,C4,True,0,0.8668650638264547,52,0.10077519379844961,22,81,0.2716049382716049,0.22954067982569992,29979,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
60,s0-step8150-f17of20-d3of4,5,C5,True,0,0.8544130315608114,44,0.08527131782945736,21,74,0.28378378378378377,0.2237419985775249,37575,7596,473,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
60,s0-step8150-f17of20-d3of4,6,C6,True,0,0.8544130315608114,53,0.10271317829457365,5,16,0.3125,0.22346544260337364,45052,7477,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
60,s0-step8150-f17of20-d3of4,7,C7,False,0,1.0,207,,11,75,0.14666666666666667,,50000,4948,310,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,60
61,s0-step8150-f9of10-d1of4,1,C1,True,0,0.9140104941655572,56,0.10852713178294573,0,1,0.0,,7416,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,61
61,s0-step8150-f9of10-d1of4,2,C2,True,0,0.9024982379199624,53,0.10271317829457365,13,96,0.13541666666666666,0.13541666666666666,14877,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,61
61,s0-step8150-f9of10-d1of4,3,C3,True,0,0.9082152087085911,56,0.10852713178294573,9,47,0.19148936170212766,0.17553191489361702,22293,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,61
61,s0-step8150-f9of10-d1of4,4,C4,False,1,1.0,352,,19,185,0.10270270270270271,,32293,10000,623,2,budget_exhaustion,requested_member_4_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,61
62,s0-step8150-f9of10-d1of2,1,C1,True,0,0.9140104941655572,56,0.10852713178294573,0,1,0.0,,7416,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
62,s0-step8150-f9of10-d1of2,2,C2,True,0,0.9024982379199624,53,0.10271317829457365,13,96,0.13541666666666666,0.13541666666666666,14877,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
62,s0-step8150-f9of10-d1of2,3,C3,True,0,0.9082152087085911,56,0.10852713178294573,9,47,0.19148936170212766,0.17553191489361702,22293,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
62,s0-step8150-f9of10-d1of2,4,C4,True,0,0.9026548672566371,59,0.11434108527131782,5,18,0.2777777777777778,0.21821393762183236,29664,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
62,s0-step8150-f9of10-d1of2,5,C5,True,0,0.9012452032265643,59,0.11434108527131782,24,91,0.26373626373626374,0.1989478775193061,37035,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
62,s0-step8150-f9of10-d1of2,6,C6,True,0,0.9072754326885426,56,0.10852713178294573,23,89,0.25842696629213485,0.2114949044819728,44467,7432,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
62,s0-step8150-f9of10-d1of2,7,C7,False,0,0.9996867413266505,171,,37,193,0.19170984455958548,,50000,5533,346,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,62
63,s0-step8150-f9of10-d3of4,1,C1,True,0,0.9140104941655572,56,0.10852713178294573,0,1,0.0,,7416,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
63,s0-step8150-f9of10-d3of4,2,C2,True,0,0.9024982379199624,53,0.10271317829457365,13,96,0.13541666666666666,0.13541666666666666,14877,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
63,s0-step8150-f9of10-d3of4,3,C3,True,0,0.9082152087085911,56,0.10852713178294573,9,47,0.19148936170212766,0.17553191489361702,22293,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
63,s0-step8150-f9of10-d3of4,4,C4,True,0,0.9026548672566371,59,0.11434108527131782,5,18,0.2777777777777778,0.21821393762183236,29664,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
63,s0-step8150-f9of10-d3of4,5,C5,True,0,0.9012452032265643,59,0.11434108527131782,24,91,0.26373626373626374,0.1989478775193061,37035,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
63,s0-step8150-f9of10-d3of4,6,C6,True,0,0.9072754326885426,56,0.10852713178294573,23,89,0.25842696629213485,0.2114949044819728,44467,7432,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
63,s0-step8150-f9of10-d3of4,7,C7,False,0,0.9996867413266505,171,,37,193,0.19170984455958548,,50000,5533,346,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,63
64,s0-step8150-f19of20-d1of4,1,C1,True,0,0.9512099616258125,67,0.1298449612403101,0,1,0.0,,7251,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,64
64,s0-step8150-f19of20-d1of4,2,C2,True,0,0.9516015349674994,63,0.12209302325581395,3,23,0.13043478260869565,0.13043478260869565,14562,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,64
64,s0-step8150-f19of20-d1of4,3,C3,False,1,1.0,347,,7,62,0.11290322580645161,,24562,10000,622,2,budget_exhaustion,requested_member_3_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,64
65,s0-step8150-f19of20-d1of2,1,C1,True,0,0.9512099616258125,67,0.1298449612403101,0,1,0.0,,7251,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
65,s0-step8150-f19of20-d1of2,2,C2,True,0,0.9516015349674994,63,0.12209302325581395,3,23,0.13043478260869565,0.13043478260869565,14562,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
65,s0-step8150-f19of20-d1of2,3,C3,True,0,0.9535594016759339,64,0.12403100775193798,27,104,0.25961538461538464,0.1917545949625596,21858,7296,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
65,s0-step8150-f19of20-d1of2,4,C4,True,0,0.9522280523141985,62,0.12015503875968993,17,109,0.1559633027522936,0.144625047721378,29184,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
65,s0-step8150-f19of20-d1of2,5,C5,True,0,0.9524629963192106,71,0.1375968992248062,7,39,0.1794871794871795,0.14187038244241634,36375,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
65,s0-step8150-f19of20-d1of2,6,C6,True,0,0.9509750176208004,63,0.12209302325581395,16,49,0.32653061224489793,0.22084202101893388,43702,7327,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
65,s0-step8150-f19of20-d1of2,7,C7,False,0,0.9984337066332524,123,,18,77,0.23376623376623376,,50000,6298,394,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,65
66,s0-step8150-f19of20-d3of4,1,C1,True,0,0.9512099616258125,67,0.1298449612403101,0,1,0.0,,7251,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,4,8150,66
